Time,tCan,tAir,tFlr,tSo1,tSo2,tSo3,tSo4,tSo5,tThScr,tTop,tCovIn,tCovE,tPipe,vpAir,vpTop,co2Air,co2Top,cBuf,cFruit,cLeaf,cStem,tCanSum,tCan24,tBlScr,tGroPipe,tLamp,tIntLamp,time_state,iGlob,tOut,vpOut,co2Out,wind,tSky,tSoOut,dayRadSum,isDay,isDaySmooth,hElevation,hAirFlr,etaRoof,etaSide,xPad,co2InPpm,uBoil,uHeatInd,uHeatGeo,uPad,uMechCool,uFog,uRoof,uSide,uExtCo2,uShScr,uShScrPer,uThScr,gTCan24,hBufHotPipe,tauLampFir,timeOfDay,dayOfYear,uBoilGro,rhIn,lampTimeOfDay,lampDayOfYear,linearLampSwitchOn,linearLampSwitchOff,linearLampBothSwitches,mechAllowed,hotBufAllowed,tauShScrLayerPar,tauShScrPerLayerPar,rhoShScrLayerPar,rhoShScrPerLayerPar,tauShScrShScrPerPar,rhoShScrShScrPerParUp,rhoShScrShScrPerParDn,tauThScrLayerPar,rhoThScrLayerPar,tauRfThScrPar,rhoRfThScrParUp,rhoRfThScrParDn,tauCovParVanthoor,rhoCovParVanthoorUp,rhoCovParVanthoorDn,tauShScrLayerNir,tauShScrPerLayerNir,rhoShScrLayerNir,rhoShScrPerLayerNir,tauShScrShScrPerNir,rhoShScrShScrPerNirUp,rhoShScrShScrPerNirDn,tauThScrLayerNir,rhoThScrLayerNir,tauRfThScrNir,rhoRfThScrNirUp,rhoRfThScrNirDn,tauCovNirVanthoor,rhoCovNirVanthoorUp,rhoCovNirVanthoorDn,tauShScrLayerFir,tauShScrPerLayerFir,rhoShScrLayerFir,rhoShScrPerLayerFir,tauShScrShScrPerFir,rhoShScrShScrPerFirUp,rhoShScrShScrPerFirDn,tauCovFir,rhoCovFir,epsCovFir,capCov,hecCovInCovE,capCovE,capCovIn,capVpAir,capVpTop,tauHatFlrNir,tauThScrFirU,rPipeFlr,rThScrCovIn,rThScrSky,rCovESky,hAirThScr,hThScrTop,hTopCovIn,hCovEOut,hPipeAir,hFlrSo1,hSo1So2,hSo2So3,hSo3So4,hSo4So5,hSo5SoOut,hCovInCovE,mvAirThScr,mvTopCovIn,hBoilPipe,hIndPipe,hGeoPipe,hPasAir,fPad,xOut,mvAirOutPad,mcPadAir,hecMechAir,hMechAir,mvAirMech,mvFogAir,lAirFog,aRoofU,aSideU,etaInsScr,fLeakage,cD,cW,mcExtAir,lai,j25CanMax,co2Stom,gamma,mcLeafAir,mcStemAir,mcFruitAir,hAirBuf,hBufOrg,hTCan,hTCan24,hTCanSum,mcLeafHar,mcFruitHar,fIntLampCanPar,fIntLampCanNir,fIntLampCanUp,fIntLampCanDown,rLampPipe,rFirLampFlr,rIntLampLamp,rFirIntLampCan,rIntLampPipe,rFirIntLampFlr,hLampAir,hIntLampAir,hGroPipeAir,hBoilGroPipe,hAirMech,mvMechAir,ventRh,thScrSp,thScrCold,lampNoCons,smoothLamp,capCan,tauHatCanNir,rhoHatCanNir,aCan,rCanFlr,rPipeCan,hCanAir,rhoAir,rhoTop,rhoAirMean,lAirThScr,lTopCovIn,mvPadAir,hPadAir,hAirOutPad,fVentRoof2,fVentRoofSide2,fVentSide2,jPot,mcBufFruit,mcBufLeaf,mcBufStem,mcBufAir,mcOrgAir,rFirLampCan,rGroPipeCan,isDayInside,heatSetPoint,heatMax,ventHeat,ventCold,thScrRh,thScrHeat,uLamp,uIntLamp,co2SetPoint,fThScr,uBlow,uVentForced,qLampIn,rNirLampCan,rNirLampFlr,qIntLampIn,rNirIntLampCan,rNirIntLampFlr,rCanLamp,rCanIntLamp,hLampCool,uBlScr,hBlowAir,mcBlowAir,mvBlowAir,fVentRoof,fVentSide,fVentForced2,fVentForced,tauBlScrLayerPar,rhoBlScrLayerPar,tauCovBlScrPar,rhoCovBlScrParUp,rhoCovBlScrParDn,tauBlScrLayerNir,rhoBlScrLayerNir,tauCovBlScrNir,rhoCovBlScrNirUp,rhoCovBlScrNirDn,rParGhLamp,rParGhIntLamp,rParLampCanDown,rParLampFlrCanUp,rParLampCan,rParLampFlr,rLampAir,rParIntLampCanDown,rParIntLampFlr,rParIntLampFlrCanUp,rParIntLampCan,rIntLampAir,tauBlScrFirU,rLampSky,rLampCovIn,rLampThScr,rLampBlScr,rBlScrSky,rBlScrCovIn,rBlScrThScr,rCanBlScr,rPipeBlScr,rFlrBlScr,rIntLampSky,rIntLampCovIn,rIntLampThScr,rIntLampBlScr,hAirBlScr,hBlScrTop,fBlScr,mvAirBlScr,lAirBlScr,rhoCovPar,tauCovPar,aCovPar,rhoCovNir,tauCovNir,aCovNir,rParGhSun,rParSunFlrCanUp,tauHatCovNir,tauCovCanNir,rhoCovCanNirUp,rhoCovCanNirDn,tauCovCanFlrNir,rhoCovCanFlrNir,aCanNir,aFlrNir,rNirSunCan,rNirSunFlr,rParSunFlr,rGlobSunAir,rGlobSunCovE,rCanCovIn,rCanSky,rCanThScr,rPipeCovIn,rPipeSky,rPipeThScr,rFlrCovIn,rFlrSky,rFlrThScr,hAirOut,hTopOut,fScr,mvAirTop,mvAirOut,mvTopOut,mcAirTop,mcAirOut,mcTopOut,rCanSun,rCan,sRs,cEvap3,cEvap4,rParSunCanDn,hAirTop,rfRCan,rfCo2,rfVp,rParSunCan,rParCan,parCan,rS,j,vecCanAir,p,r,mvCanAir,mcAirBuf,lCanAir,mcAirCan
Time since start of data,Canopy temperature,Temperature of the air in the main compartment of the greenhouse (below the screen),Floor temperature,Soil layer 1 temperature,Soil layer 2 temperature,Soil layer 3 temperature,Soil layer 4 temperature,Soil layer 5 temperature,Thermal screen temperature,Temperature of the air in the top compartment of the greenhouse (above the screen),Temperature of the internal side of the greenhouse cover,Temperature of the internal side of the greenhouse cover,Temperature of the pipe rail heating pipe,Vapour pressure of the air in the main compartment of the greenhouse (below the screen),Vapour pressure of the air in the top compartment of the greenhouse (above the screen),CO2 concentration of the air in the main compartment of the greenhouse (below the screen),CO2 concentration of the air in the top compartment of the greenhouse (above the screen),Carbohydrates in the buffer,Carbohydrates in the fruit,Carbohydrates in the leaves,Carbohydrates in the stems,Crop temperature sum,Average Canopy Temperature in previous 24 Hours,Blackout screen temperature,Temperature of the grow pipe heating pipe,Top lighting temperature,Interlighting temperature,Time variable for greenhouse control,Outdoor global solar radiation,Outdoor temperature,Outdoor vapor pressure,Outdoor CO2 concentration,Outdoor wind speed,Apparent sky temperature,Soil temperature at 2 m depth,Daily sum of outdoor global solar radiation,Switch determining if it is day or night. Used for control purposes,Smooth switch determining if it is day or night. Used for control purposes,Elevation at location,Convection between air in main compartment and floor,Fraction of ventilation through roof vents. Override avoids 0/0 when aRoof=aSide=0.,Fraction of ventilation through side vents. Override avoids 0/0 when aRoof=aSide=0.,Water vapour content of the pad,CO2 concentration in main compartment - Converted to ppm,Control of boiler to pipe rail. Overridden to 0: no boiler or pipes present.,Control of the heat input from an industrial source,Control of the heat input from geothermal source,Control of the pad and fan,Control of the mechanical cooling,Control of the fogging,Roof vent control. Overridden to 0: no roof vents present. Ventilation is handled entirely by uVentForced.,Control of the side ventilation,CO2 injection control. Overridden to 0: no CO2 enrichment system present.,"Closure of external shading screen, 0 is open (folded screen), 1 is closed (spread out screen)","Closure of semi-permanent shading screen (whitewash), 0 is open (no whitewash), 1 is closed (whitewash applied)",Thermal screen control. Overridden to 0: no thermal screen present.,Temperature effect on structural carbon flow to organs,Energy from the hot buffer to the heating pipes,Transmissivity of toplight lamp layer to FIR,Hours since midnight,Day of year,Control of boiler to grow pipes. Overridden to 0: no grow pipes present.,Relative humidity of the indoor air,Control of the lamp according to the time of day,Control of the lamp according to the day of year,Linear version of lamp switch on,Linear version of lamp switching off,Linear transition between lamp on and lamp off,Decision on whether mechanical cooling and dehumidification is allowed to work,Decision on whether heating from buffer is allowed to run,"PAR transmission coefficient of the shading screen ""layer"": the vertical area of the shading screen (whether the screen is deployed or not)","PAR transmission coefficient of the semi-permanent shading screen ""layer"": the vertical area of the semi-permanent shading screen (whether it is deployed or not)","PAR reflection coefficient of the shading screen ""layer"": the vertical area of the shading screen (whether the screen is deployed or not)","PAR reflection coefficient of the semi-permanent shading screen ""layer"": the vertical area of the screen (whether it is deployed or not)",PAR transmission coefficient of the shading screen and semi-permanent shading screen combined layer,PAR reflection coefficient of the shading screen and semi-permanent shading screen combined layer towards the top,PAR reflection coefficient of the shading screen and semi-permanent shading screen combined layer towards the bottom,"PAR transmission coefficient of the thermal screen ""layer"": the vertical area of the thermal screen (whether the screen is deployed or not)","PAR reflection coefficient of the thermal screen ""layer"": the vertical area of the thermal screen (whether the screen is deployed or not)",PAR transmission coefficient of the thermal screen and roof combined layer,PAR reflection coefficient of the thermal screen and roof combined layer towards the top,PAR reflection coefficient of the thermal screen and roof combined layer towards the bottom,PAR transmission coefficient of the cover,PAR reflection coefficient of the cover towards the top,PAR reflection coefficient of the cover towards the top,"NIR transmission coefficient of the shading screen ""layer"": the vertical area of the shading screen (whether the screen is deployed or not)","NIR transmission coefficient of the semi-permanent shading screen ""layer"": the vertical area of the semi-permanent shading screen (whether it is deployed or not)","NIR reflection coefficient of the shading screen ""layer"": the vertical area of the shading screen (whether the screen is deployed or not)","NIR reflection coefficient of the semi-permanent shading screen ""layer"": the vertical area of the semi-permanent shading screen (whether it is deployed or not)",NIR transmission coefficient of the shading screen and semi-permanent shading screen combined layer,NIR reflection coefficient of the shading screen and semi-permanent shading screen combined layer towards the top,NIR reflection coefficient of the shading screen and semi-permanent shading screen combined layer towards the bottom,"NIR transmission coefficient of the thermal screen ""layer"": the vertical area of the thermal screen (whether the screen is deployed or not)","NIR reflection coefficient of the thermal screen ""layer"": the vertical area of the thermal screen (whether the screen is deployed or not)",NIR transmission coefficient of the thermal screen and roof combined layer,NIR reflection coefficient of the thermal screen and roof combined layer towards the top,NIR reflection coefficient of the thermal screen and roof combined layer towards the bottom,NIR transmission coefficient of the cover,NIR reflection coefficient of the cover towards the top,NIR reflection coefficient of the cover towards the top,"FIR transmission coefficient of the shading screen ""layer"": the vertical area of the shading screen (whether the screen is deployed or not)","FIR transmission coefficient of the semi-permanent shading screen ""layer"": the vertical area of the semi-permanent shading screen (whether it is deployed or not)","FIR reflection coefficient of the shading screen ""layer"": the vertical area of the shading screen (whether the screen is deployed or not)","FIR reflection coefficient of the semi-permanent shading screen ""layer"": the vertical area of the semi-permanent shading screen (whether it is deployed or not)",FIR transmission coefficient of the shading screen and semi-permanent shading screen combined layer,FIR reflection coefficient of the shading screen and semi-permanent shading screen combined layer towards the top,FIR reflection coefficient of the shading screen and semi-permanent shading screen combined layer towards the bottom,FIR transmission coefficient of the cover,FIR reflection coefficient of the cover,FIR emission coefficient of the cover,Heat capacity of the lumped cover,Heat exchange coefficient through the lumped cover,Heat capacity of external cover,Heat capacity of internal cover,Vapour pressure capacity of main compartment - below the screen,Vapour pressure capacity of top compartment - above the screen,Virtual NIR transmission for the cover-canopy-floor lumped model,FIR transmission coefficient of the thermal screen,FIR between pipes and floor,FIR between thermal screen and cover,FIR between thermal screen and sky,FIR between cover and sky,Convection between air in main compartment and thermal screen,Convection between thermal screen and air in top compartment,Convection between air in top compartment and cover,Convection between cover and outside air,Convection between pipes and air in main compartment,Conduction between floor and soil layer 1,Conduction between soil layers 1 and 2,Conduction between soil layers 2 and 3,Conduction between soil layers 3 and 4,Conduction between soil layers 4 and 5,Conduction between soil layer 5 and the external soil layer,Conductive heat flux through the lumped cover,Condensation from main compartment on thermal screen - Vapour fluxes,Condensation from top compartment to cover - Vapour fluxes,Heat flux from the boiler to the heating pipe,Heat flux from an industrial source to the heating pipe,Heat flux from a geothermal source to the heating pipe,Heat flux from the buffer to the heating pipe,Ventilation flux due to the pad and fan system,Water vapour content of the outdoor air,Vapour flux from the greenhouse air to the outside air due to the pad and fan,Net CO2 flux from the outside air to the greenhouse due to the pad and fan,Heat exchange coefficinet between the surface of the mechanical cooling unit and the greenhouse air,Heat flux from the mechanical cooling to the greenhouse air,Vapour flux from the greenhouse air to the surface of the mechanical cooling system,Vapour flux from the fogging system to the greenhouse air,Heat flux of the air needed to evaporate the fog,Aperture of the roof,Aperture of the sidewall,Ventilation reduction factor due to the insect screen,Leakage ventilation,Discharge coefficient,Global wind pressure coefficient,CO2 added to the greenhouse by an external CO2 source,Leaf area index,Maximum rate of electron transport rate at 25°C,CO2 concentration in the stomata,"CO2 compensation point, - Canopy photosynthesis, - Canopy photosynthesis",Leaf maintenance respiration,Stem maintenance respiration,Fruit maintenance respiration,Inhibition due to full carbohydrates buffer,Inhibition due to insufficient carbohydrates in the buffer,Inhibition of carbohydrate flow to the fruit,Inhibition of carbohydrate flow to the organs,Inhibition due to development stage,Leaf pruning,Fruit harvest rate,Fraction of PAR from the interlights reaching the canopy,Fraction of NIR from the interlights reaching the canopy,Fraction of radiation going up from the interlights to the canopy,Fraction of radiation going down from the interlights to the canopy,FIR between lamps and pipe,FIR between lamps and floor,FIR between interlights and toplights,FIR between interlights and canopy,FIR between interlights and pipe,FIR between interlights and floor,Convective heat exchange between top lamps and air in main compartment,Convective heat exchange between interlights and air in main compartment,Convective heat exchange between grow pipes and air in main compartment,Heat from boiler to grow pipes,Heat flux from the mechanical cooling to the greenhouse air,Vapour flux from the greenhouse air to the surface of the mechanical cooling system,Ventilation due to excess humidity,Setpoint for closing the thermal screen,Closure of the thermal screen based on outdoor temperature,Control for the lamps disregarding temperature and humidity constraints,Smooth (linear) approximation of the lamp control,Heat capacity of canopy,NIR transmission coefficient of the canopy,NIR reflection coefficient of the canopy,Surface of canopy per floor area for calculation of FIR exchanges,FIR between canopy and floor,FIR between pipes and canopy,Convection between canopy and air in main compartment,Density of the air in the main compartment (below the screen),Density of the air in the top compartment (above the screen),Mean density of the air below and above the screen.,Latent heat flux by condensation on thermal screen,Latent heat flux by condensation on cover,Vapour flux from the pad and fan to the greenhouse air,Sensible heat flux from the pad to the greenhouse air,Sensible heat flux from the greenhouse air to the outside air,Natural ventilation rate due to roof ventilation,Ventilation rate through roof and side vents,Ventilation rate through sidewall only,Potential rate of electron transport,Carbohydrate flow from buffer to fruit,Carbohydrate flow from buffer to leaves,Carbohydrate flow from buffer to stems,Growth respiration,Total maintenance respiration,FIR between lamps and canopy,FIR between grow pipes and canopy,"Indicates whether daytime climate settings should be used, i.e., if the sun is out or the lamps are on",Heating set point,Ventilation setpoint due to excess heating set point,"Ventilation due to excess heat, 0 means vents are closed",Ventilation closure due to too cold temperatures,Opening of thermal screen due to high humidity,Opening of thermal screen closure due to too high temperatures,"Control for the top lights, 1 if lamps are on, 0 if lamps are off","Control for the interlights, 1 if interlights are on, 0 if interlights are off",CO2 set point,Air flux through the screen,Control of forced-air heater. Uses same proportional logic as the boiler (uBoil) since there is no pipe system.,"Control of exhaust fans. Fans are driven by the same heat/humidity logic used for roof vents (uRoof), since there are no roof vents.",Lamp electrical input,NIR from the lamps absorbed by the canopy,NIR from the lamps absorbed by the floor,Interlight electrical input,NIR from the interlights absorbed by the canopy,NIR from the interlights absorbed by the floor,"Shortwave radiation above the canopy from the lamps (PAR+NIR, where UV is counted together with NIR)","Shortwave radiation outside the canopy from the interlight lamps (PAR+NIR, where UV is counted together with NIR)",Lamp cooling,"Closure of blackout screen, 0 is open (folded screen), 1 is closed (spread out screen)",Heat flux from direct air heater,CO2 flux from direct air heater,Vapour flux from direct air heater,Total ventilation through the roof,Total ventilation through side vents,"Forced ventilation, not including the insect screen",Forced ventilation,"PAR transmission coefficient of the blackout screen ""layer"": the vertical area of the blackout screen (whether the screen is deployed or not)","PAR reflection coefficient of the blackout screen ""layer"": the vertical area of the blackout screen (whether the screen is deployed or not)",PAR transmission coefficient of the cover as in Vanthoor plus the blackout screen,PAR upwards reflection coefficient of the cover as in Vanthoor plus the blackout screen,PAR downwards reflection coefficient of the cover as in Vanthoor plus the blackout screen,"NIR transmission coefficient of the blackout screen ""layer"": the vertical area of the blackout screen (whether the screen is deployed or not)","NIR reflection coefficient of the blackout screen ""layer"": the vertical area of the blackout screen (whether the screen is deployed or not)",NIR transmission coefficient of the cover as in Vanthoor plus the blackout screen,NIR downwards reflection coefficient of the cover as in Vanthoor plus the blackout screen,NIR downwards reflection coefficient of the cover as in Vanthoor plus the blackout screen,PAR above the canopy from the lamps,PAR outside the canopy from the interlights,PAR from the lamps directly absorbed by the canopy,PAR from the lamps absorbed by the canopy after reflection from the floor,Total PAR from the lamps absorbed by the canopy,PAR from the lamps absorbed by the floor,PAR and NIR from the lamps absorbed by the greenhouse air,PAR from the interlights directly absorbed by the canopy,PAR from the interlights absorbed by the floor,PAR from the interlights absorbed by the canopy after reflection from the floor,Total PAR from the interlights absorbed by the canopy,PAR and NIR from the interlights absorbed by the greenhouse air,FIR transmission coefficient of the blackout screen,FIR between lamps and sky,FIR between lamps and cover,FIR between lamps and thermal screen,FIR between lamps and blackout screen,FIR between blackout screen and sky,FIR between blackout screen and cover,FIR between blackout screen and thermal screen,FIR between canopy and blackout screen,FIR between blackout screen and pipe,FIR between blackout screen and floor,FIR between interlights and sky,FIR between interlights and cover,FIR between interlights and thermal screen,FIR between interlights and blackout screen,Convective heat exchange between air in main compartment (below the screens) and blackout screen,Convective heat exchange between air in top compartment (above the screens) and blackout screen,Air flux through the screen,Condensation from main compartment on blackout screen ,Latent heat flux by condensation on blackout screen,PAR reflection coefficient of the cover,PAR transmission coefficient of the cover,PAR absorption coefficient of the cover,NIR reflection coefficient of the cover,NIR transmission coefficient of the cover,NIR absorption coefficient of the cover,PAR above the canopy from the sun,PAR from the sun absorbed by the canopy after reflection from the floor,Virtual NIR transmission for the cover-canopy-floor lumped model,NIR transmission coefficient of the cover and canopy,NIR reflection coefficient of the cover and canopy towards the top,NIR reflection coefficient of the cover and canopy towards the bottom,"NIR transmission coefficient of the cover, canopy and floor lumped layer","NIR reflection coefficient of the cover, canopy and floor",The NIR absorption coefficient of the canopy, The overall NIR absorption coefficient of the floor,NIR from the sun absorbed by the canopy,NIR from the sun absorbed by the floor,PAR from the sun absorbed by the floor,Global radiation from the sun absorbed by the greenhouse air,Global radiation from the sun absorbed by the cover,FIR between canopy and cover,FIR between canopy and sky,FIR between canopy and thermal screen,FIR between pipes and cover,FIR between pipes and sky,FIR between pipes and thermal screen,FIR between floor and cover,FIR between floor and sky,FIR between floor and thermal screen,Convection between air in main compartment and outside air,Convection between air in top compartment and outside air,Air flux through the screens layer (may include multiple screens),Vapour flux from main to top compartment (through the screen layer),Vapour flux from main compartment to outside,Vapour flux from top compartment to outside,CO2 flux from main to top compartment (through the screen layer),Vapour flux from main compartment to outside,Vapour flux from top compartment to outside,Global radiation (PAR+NIR) above the canopy from the sun,"Global radiation above and outside the canopy (PAR+NIR, where UV is counted together with NIR)","Smooth switch between day and night, needed to account for difference in day/night transpiration paramemters",Parameter for CO2 influence on stomatal resistance,Parameter for vapour pressure influence on stomatal resistance - Canopy Transpiration,PAR from the sun directly absorbed by the canopy,Convection between air in main and top compartment,Radiation influence on stomatal resistance,CO2 influence on stomatal resistance,Vapour pressure influence on stomatal resistance,Total PAR from the sun absorbed by the canopy,Total PAR above and outside the canopy,"Total PAR absorbed by the canopy, expressed in µmol m**-2 s**-1",Stomatal resistance,Electron transport rate,Vapour transfer coefficient of canopy transpiration,Photosynthesis rate at canopy level,Photrespiration,Canopy transpiration,Net photosynthesis,Latent heat flux by transpiration,Net crop assimilation
s,°C,°C,°C,°C,°C,°C,°C,°C,°C,°C,°C,°C,°C,Pa,Pa,mg m**-3,mg m**-3,mg{CH2O} m**-2,mg{CH2O} m**-2,mg{CH2O} m**-2,mg{CH2O} m**-2,°C day,°C,°C,°C,°C,°C,day,W m**-2,°C,Pa,mg m**-3,m s**-1,°C,°C,MJ m**-2,-,-,m above sea level,W m**-2,-,-,kg {water} kg**-1 {air},ppm,-,-,-,-,-,-,-,-,-,-,-,-,-,W m**-2,-,h,d,-,%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,J K**-1 m**-2,W m**-2 K**-1,J K**-1 m**-2,J K**-1 m**-2,kg m**3 J**-1,kg m**3 J**-1,-,-,W m**-2,W m**-2,W m**-2,W m**-2,W m**-2,W m**-2,W m**-2,W m**-2,W m**-2,W m**-2,W m**-2,W m**-2,W m**-2,W m**-2,W m**-2,W K**-1 m**-2,kg m**-2 s**-1,kg m**-2 s**-1,W m**-2,W m**-2,W m**-2,W m**-2,m**3 m**-2 s**-1,kg {water} kg**-1 {air},kg m**-2 s**-1,mg m**-2 s**-1,W m**-2 K**-1,W m**-2,kg m**-2 s**-1,kg m**-2 s**-1,W m**-2,m**2,m**2,-,m**3 m**-2 s**-1,-,-,mg m**-2 s**-1,m**2 {leaf} m**-2 {floor},umol{e-} m**-2 s**-1,ppm,ppm,mg{CH2O} m**-2 s**-1,mg{CH2O} m**-2 s**-1,mg{CH2O} m**-2 s**-1,-,-,-,-,-,mg{CH2O} m**-2 s**-1,mg{CH2O} m**-2 s**-1,-,-,-,-,W m**-2,W m**-2,W m**-2,W m**-2,W m**-2,W m**-2,W m**-2,W m**-2,W m**-2,W m**-2,W m**-2,kg m**-2 s**-1,-,°C,-,-,-,J K**-1 m**-2,-,-,-,W m**-2,W m**-2,W m**-2,kg m**-3,kg m**-3,kg m**-3,W m**-2,W m**-2,kg m**-2 s**-1,W m**-2,W m**-2,m**3 m**-2 s**-1,m**3 m**-2 s**-1,m**3 m**-2 s**-1,umol{e-} m**-2 s**-1,mg{CH2O} m**2 s**-1,mg{CH2O} m**2 s**-1,mg{CH2O} m**2 s**-1,mg{CH2O} m**-2 s**-1,mg{CH2O} m**-2 s**-1,W m**-2,W m**-2,-,°C,°C,-,-,-,-,-,-,ppm,m s**-1,-,-,W m**-2,W m**-2,W m**-2,W m**-2,W m**-2,W m**-2,W m**-2,W m**-2,W m**-2,-,W m**-2,mg m**-2 s**-1,mg m**-2 s**-1,m**3 m**-2 s**-1,m**3 m**-2 s**-1,m**3 m**-2 s**-1,m**3 m**-2 s**-1,-,-,-,-,-,-,-,-,-,-,W m**-2,W m**-2,W m**-2,W m**-2,W m**-2,W m**-2,W m**-2,W m**-2,W m**-2,W m**-2,W m**-2,W m**-2,-,W m**-2,W m**-2,W m**-2,W m**-2,W m**-2,W m**-2,W m**-2,W m**-2,W m**-2,W m**-2,W m**-2,W m**-2,W m**-2,W m**-2,W m**-2,W m**-2,m s**-1,kg m**-2 s**-1,W m**-2,-,-,-,-,-,-,W m**-2,W m**-2,-,-,-,-,-,-,-,-,W m**-2,W m**-2,W m**-2,W m**-2,W m**-2,W m**-2,W m**-2,W m**-2,W m**-2,W m**-2,W m**-2,W m**-2,W m**-2,W m**-2,W m**-2,W m**-2,m s**-1,kg m**-2 s**-1,kg m**-2 s**-1,kg  m**-2 s**-1,mg{CO2} m**-2 s**-1,mg{CO2} m**-2 s**-1,mg{CO2} m**-2 s**-1,W m**-2,W m**-2,-,ppm{CO2}**-2,Pa**-2,W m**-2,W m**-2,-,-,-,W m**-2,W m**-2,µmol{photons} m**-2 s**-1,s m**-1,umol{e-} m**-2 s**-1,kg m**-2 Pa**-1 s**-1,umol{co2} m**-2 s**-1,umol{co2} m**-2 s**-1,kg m**-2 s**-1,mg{CH2O} m**-2 s**-1,W m**-2,mg{CO2} m**-2 s**-1
0.0,20.5,16.5,16.5,16.5,13.364,10.228,7.092,3.956,16.5,16.5,16.5,16.5,16.5,1681.91,1313.0,722.0,722.0,20000.0,312.0,4368.0,1560.0,0.0,20.5,16.5,16.5,16.5,16.5,0.0,0.0,-13.0,171.37275528515124,865.9312661303496,1.5,-27.338290890450622,2.495334425219693,10.206,0.0,0.0,1612.0,0.0,0.0,0.0,0.0,389.9211451298111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0235,0.0,0.97,0.0,0.0,0.0,90.0000133616257,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.57,0.08,0.08,0.57,0.08,0.08,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.55,0.08,0.08,0.55,0.08,0.08,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.15,0.85,7794.2286340599485,3.5,779.4228634059949,779.4228634059949,2.1676389690160925e-05,7.474617134538258e-07,0.5,1.0,0.0,0.0,0.0,163.27214564197433,0.0,0.0,0.0,297.66451612903217,0.0,0.0,44.426666666666655,22.21333333333334,11.106666666666667,5.553333333333333,1.2932976443367301,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0010515618597299943,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.00045,0.75,0.09,0.0,0.1161888,24.399648,261.2471672369735,41.3156793081605,0.0011093396676809936,0.00016783957508141833,2.6488966951625206e-05,0.5,1.0,0.9994898525558442,0.99447423350042,0.004975000624968802,4.309412282303567e-39,6.664537321156579e-116,0.07811257354463685,0.030884012391258375,0.10346457505563988,0.10346457505563988,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.049863970389337084,10.0,1.0,0.0,0.0,139.42656,0.9691159876087416,0.01080940433694043,0.10346457505563988,2.3286331986762523,-0.0,4.647552,0.9766177066313675,0.9766177066313675,0.9766177066313675,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,19.91063677771811,0.0016600713512362575,0.0966952159088296,0.07532048397108831,0.050119024910632574,0.0013036682097140372,-0.06147591644505307,-0.0,0.0,14.4,27.700000000000003,6.309573444801478e-14,0.999999999999996,0.003965237014114886,0.9999999997488114,0.0,0.0,0.0,0.0,3.9810717053764823e-11,0.049863970389337084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.740985381197333e-08,1.5623616672824798e-09,1.2142565238704184e-15,0.000225,0.000225,0.003377881865084125,0.003377881865084125,1.0,0.0,0.57,0.08,0.08,1.0,0.0,0.55,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.5529,0.36710000000000004,0.08,0.5335,0.3865,0.0,0.0,0.92,0.8923583776013984,0.08915699836661498,0.08600929741608074,0.46622921229277636,0.5052005418385748,0.02857024586864887,0.46622921229277636,0.0,0.0,0.0,0.0,0.0,1.9199580723085699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.90698365234235,9.611492304915876,0.0,0.0,4.015567951034999e-05,1.8872937656068771e-06,0.0,-0.5185673485596336,-0.032384534879328665,0.0,0.0,0.0066928509242848554,4.093565442453595e-09,5.193976434168143e-06,0.0,0.0,7.962962962962962,1.0001637229691736,3.668494413025899,0.0,0.0,0.0,2395.783162066296,0.0,7.815377188547198e-10,0.0,0.0,5.601871010196437e-07,0.0,1.372458397498127,-0.07541994990984169
