Time,tCan,tAir,tFlr,tSo1,tSo2,tSo3,tSo4,tSo5,tThScr,tTop,tCovIn,tCovE,tPipe,vpAir,vpTop,co2Air,co2Top,cBuf,cFruit,cLeaf,cStem,tCanSum,tCan24,tBlScr,tGroPipe,tLamp,tIntLamp,time_state,tOut,vpOut,co2Out,wind,tSky,tSoOut,iGlob,dayRadSum,isDay,isDaySmooth,hElevation,hAirFlr,xPad,co2InPpm,uBlow,uHeatInd,uHeatGeo,uPad,uMechCool,uFog,uSide,uVentForced,uShScr,uShScrPer,gTCan24,hBufHotPipe,tauLampFir,timeOfDay,dayOfYear,rhIn,lampTimeOfDay,lampDayOfYear,linearLampSwitchOn,linearLampSwitchOff,linearLampBothSwitches,mechAllowed,hotBufAllowed,tauShScrLayerPar,tauShScrPerLayerPar,rhoShScrLayerPar,rhoShScrPerLayerPar,tauShScrShScrPerPar,rhoShScrShScrPerParUp,rhoShScrShScrPerParDn,tauShScrLayerNir,tauShScrPerLayerNir,rhoShScrLayerNir,rhoShScrPerLayerNir,tauShScrShScrPerNir,rhoShScrShScrPerNirUp,rhoShScrShScrPerNirDn,tauShScrLayerFir,tauShScrPerLayerFir,rhoShScrLayerFir,rhoShScrPerLayerFir,tauShScrShScrPerFir,rhoShScrShScrPerFirUp,rhoShScrShScrPerFirDn,tauCovFir,rhoCovFir,epsCovFir,capCov,hecCovInCovE,capCovE,capCovIn,capVpAir,capVpTop,tauHatFlrNir,rPipeFlr,rCovESky,hTopCovIn,hCovEOut,hPipeAir,hFlrSo1,hSo1So2,hSo2So3,hSo3So4,hSo4So5,hSo5SoOut,hCovInCovE,mvTopCovIn,hBlowAir,mcBlowAir,mvBlowAir,hIndPipe,hGeoPipe,hPasAir,fPad,xOut,mvAirOutPad,mcPadAir,hecMechAir,hMechAir,mvAirMech,mvFogAir,lAirFog,aSideU,etaInsScr,fLeakage,etaRoof,etaSide,cD,cW,fVentForced2,fVentForced,lai,j25CanMax,co2Stom,gamma,mcLeafAir,mcStemAir,mcFruitAir,hAirBuf,hBufOrg,hTCan,hTCan24,hTCanSum,mcLeafHar,mcFruitHar,fIntLampCanPar,fIntLampCanNir,fIntLampCanUp,fIntLampCanDown,rLampPipe,rFirLampFlr,rIntLampLamp,rFirIntLampCan,rIntLampPipe,rFirIntLampFlr,hLampAir,hIntLampAir,hGroPipeAir,hAirMech,mvMechAir,ventRh,thScrSp,thScrCold,lampNoCons,smoothLamp,capCan,tauHatCanNir,rhoHatCanNir,aCan,rCanFlr,rPipeCan,hCanAir,rhoAir,rhoTop,rhoAirMean,lTopCovIn,mvPadAir,hPadAir,hAirOutPad,fVentSide2,jPot,mcBufFruit,mcBufLeaf,mcBufStem,mcBufAir,mcOrgAir,rFirLampCan,rGroPipeCan,isDayInside,heatSetPoint,heatMax,ventHeat,ventCold,thScrRh,thScrHeat,uLamp,uIntLamp,co2SetPoint,uBoil,uRoof,uExtCo2,uThScr,qLampIn,rNirLampCan,rNirLampFlr,qIntLampIn,rNirIntLampCan,rNirIntLampFlr,rCanLamp,rCanIntLamp,hLampCool,uBoilGro,uBlScr,tauThScrLayerPar,rhoThScrLayerPar,tauRfThScrPar,rhoRfThScrParUp,rhoRfThScrParDn,tauCovParVanthoor,rhoCovParVanthoorUp,rhoCovParVanthoorDn,tauThScrLayerNir,rhoThScrLayerNir,tauRfThScrNir,rhoRfThScrNirUp,rhoRfThScrNirDn,tauCovNirVanthoor,rhoCovNirVanthoorUp,rhoCovNirVanthoorDn,tauThScrFirU,rThScrCovIn,rThScrSky,hAirThScr,hThScrTop,fThScr,mvAirThScr,hBoilPipe,fVentRoof2,aRoofU,mcExtAir,tauBlScrLayerPar,rhoBlScrLayerPar,tauCovBlScrPar,rhoCovBlScrParUp,rhoCovBlScrParDn,tauBlScrLayerNir,rhoBlScrLayerNir,tauCovBlScrNir,rhoCovBlScrNirUp,rhoCovBlScrNirDn,rParGhLamp,rParGhIntLamp,rParLampCanDown,rParLampFlrCanUp,rParLampCan,rParLampFlr,rLampAir,rParIntLampCanDown,rParIntLampFlr,rParIntLampFlrCanUp,rParIntLampCan,rIntLampAir,tauBlScrFirU,rLampSky,rLampCovIn,rLampThScr,rLampBlScr,rBlScrSky,rBlScrCovIn,rBlScrThScr,rCanBlScr,rPipeBlScr,rFlrBlScr,rIntLampSky,rIntLampCovIn,rIntLampThScr,rIntLampBlScr,hAirBlScr,hBlScrTop,hBoilGroPipe,fBlScr,mvAirBlScr,lAirBlScr,rhoCovPar,tauCovPar,aCovPar,rhoCovNir,tauCovNir,aCovNir,rParGhSun,rParSunFlrCanUp,tauHatCovNir,tauCovCanNir,rhoCovCanNirUp,rhoCovCanNirDn,tauCovCanFlrNir,rhoCovCanFlrNir,aCanNir,aFlrNir,rNirSunCan,rNirSunFlr,rParSunFlr,rGlobSunAir,rGlobSunCovE,rCanCovIn,rCanSky,rCanThScr,rPipeCovIn,rPipeSky,rPipeThScr,rFlrCovIn,rFlrSky,rFlrThScr,fScr,lAirThScr,mvAirTop,mcAirTop,rCanSun,rCan,sRs,cEvap3,cEvap4,fVentRoofSide2,fVentRoof,fVentSide,rParSunCanDn,hAirOut,hAirTop,hTopOut,mvAirOut,mvTopOut,mcAirOut,mcTopOut,rfRCan,rfCo2,rfVp,rParSunCan,rParCan,parCan,rS,j,vecCanAir,p,r,mvCanAir,mcAirBuf,lCanAir,mcAirCan
Time since start of data,Canopy temperature,Temperature of the air in the main compartment of the greenhouse (below the screen),Floor temperature,Soil layer 1 temperature,Soil layer 2 temperature,Soil layer 3 temperature,Soil layer 4 temperature,Soil layer 5 temperature,Thermal screen temperature,Temperature of the air in the top compartment of the greenhouse (above the screen),Temperature of the internal side of the greenhouse cover,Temperature of the internal side of the greenhouse cover,Temperature of the pipe rail heating pipe,Vapour pressure of the air in the main compartment of the greenhouse (below the screen),Vapour pressure of the air in the top compartment of the greenhouse (above the screen),CO2 concentration of the air in the main compartment of the greenhouse (below the screen),CO2 concentration of the air in the top compartment of the greenhouse (above the screen),Carbohydrates in the buffer,Carbohydrates in the fruit,Carbohydrates in the leaves,Carbohydrates in the stems,Crop temperature sum,Average Canopy Temperature in previous 24 Hours,Blackout screen temperature,Temperature of the grow pipe heating pipe,Top lighting temperature,Interlighting temperature,Time variable for greenhouse control,Outdoor temperature,Outdoor vapor pressure,Outdoor CO2 concentration,Outdoor wind speed,Apparent sky temperature,Soil temperature at 2 m depth,Outdoor global solar radiation,Daily sum of outdoor global solar radiation,Switch determining if it is day or night. Used for control purposes,Smooth switch determining if it is day or night. Used for control purposes,Elevation at location,Convection between air in main compartment and floor,Water vapour content of the pad,CO2 concentration in main compartment - Converted to ppm,Control of the direct heat air blower,Control of the heat input from an industrial source,Control of the heat input from geothermal source,Control of the pad and fan,Control of the mechanical cooling,Control of the fogging,Control of the side ventilation,Control of the forced ventilation,"Closure of external shading screen, 0 is open (folded screen), 1 is closed (spread out screen)","Closure of semi-permanent shading screen (whitewash), 0 is open (no whitewash), 1 is closed (whitewash applied)",Temperature effect on structural carbon flow to organs,Energy from the hot buffer to the heating pipes,Transmissivity of toplight lamp layer to FIR,Hours since midnight,Day of year,Relative humidity of the indoor air,Control of the lamp according to the time of day,Control of the lamp according to the day of year,Linear version of lamp switch on,Linear version of lamp switching off,Linear transition between lamp on and lamp off,Decision on whether mechanical cooling and dehumidification is allowed to work,Decision on whether heating from buffer is allowed to run,"PAR transmission coefficient of the shading screen ""layer"": the vertical area of the shading screen (whether the screen is deployed or not)","PAR transmission coefficient of the semi-permanent shading screen ""layer"": the vertical area of the semi-permanent shading screen (whether it is deployed or not)","PAR reflection coefficient of the shading screen ""layer"": the vertical area of the shading screen (whether the screen is deployed or not)","PAR reflection coefficient of the semi-permanent shading screen ""layer"": the vertical area of the screen (whether it is deployed or not)",PAR transmission coefficient of the shading screen and semi-permanent shading screen combined layer,PAR reflection coefficient of the shading screen and semi-permanent shading screen combined layer towards the top,PAR reflection coefficient of the shading screen and semi-permanent shading screen combined layer towards the bottom,"NIR transmission coefficient of the shading screen ""layer"": the vertical area of the shading screen (whether the screen is deployed or not)","NIR transmission coefficient of the semi-permanent shading screen ""layer"": the vertical area of the semi-permanent shading screen (whether it is deployed or not)","NIR reflection coefficient of the shading screen ""layer"": the vertical area of the shading screen (whether the screen is deployed or not)","NIR reflection coefficient of the semi-permanent shading screen ""layer"": the vertical area of the semi-permanent shading screen (whether it is deployed or not)",NIR transmission coefficient of the shading screen and semi-permanent shading screen combined layer,NIR reflection coefficient of the shading screen and semi-permanent shading screen combined layer towards the top,NIR reflection coefficient of the shading screen and semi-permanent shading screen combined layer towards the bottom,"FIR transmission coefficient of the shading screen ""layer"": the vertical area of the shading screen (whether the screen is deployed or not)","FIR transmission coefficient of the semi-permanent shading screen ""layer"": the vertical area of the semi-permanent shading screen (whether it is deployed or not)","FIR reflection coefficient of the shading screen ""layer"": the vertical area of the shading screen (whether the screen is deployed or not)","FIR reflection coefficient of the semi-permanent shading screen ""layer"": the vertical area of the semi-permanent shading screen (whether it is deployed or not)",FIR transmission coefficient of the shading screen and semi-permanent shading screen combined layer,FIR reflection coefficient of the shading screen and semi-permanent shading screen combined layer towards the top,FIR reflection coefficient of the shading screen and semi-permanent shading screen combined layer towards the bottom,FIR transmission coefficient of the cover,FIR reflection coefficient of the cover,FIR emission coefficient of the cover,Heat capacity of the lumped cover,Heat exchange coefficient through the lumped cover,Heat capacity of external cover,Heat capacity of internal cover,Vapour pressure capacity of main compartment - below the screen,Vapour pressure capacity of top compartment - above the screen,Virtual NIR transmission for the cover-canopy-floor lumped model,FIR between pipes and floor,FIR between cover and sky,Convection between air in top compartment and cover,Convection between cover and outside air,Convection between pipes and air in main compartment,Conduction between floor and soil layer 1,Conduction between soil layers 1 and 2,Conduction between soil layers 2 and 3,Conduction between soil layers 3 and 4,Conduction between soil layers 4 and 5,Conduction between soil layer 5 and the external soil layer,Conductive heat flux through the lumped cover,Condensation from top compartment to cover - Vapour fluxes,Heat flux from direct air heater,CO2 flux from direct air heater,Vapour flux from direct air heater,Heat flux from an industrial source to the heating pipe,Heat flux from a geothermal source to the heating pipe,Heat flux from the buffer to the heating pipe,Ventilation flux due to the pad and fan system,Water vapour content of the outdoor air,Vapour flux from the greenhouse air to the outside air due to the pad and fan,Net CO2 flux from the outside air to the greenhouse due to the pad and fan,Heat exchange coefficinet between the surface of the mechanical cooling unit and the greenhouse air,Heat flux from the mechanical cooling to the greenhouse air,Vapour flux from the greenhouse air to the surface of the mechanical cooling system,Vapour flux from the fogging system to the greenhouse air,Heat flux of the air needed to evaporate the fog,Aperture of the sidewall,Ventilation reduction factor due to the insect screen,Leakage ventilation,Ratio between roof vent area and total ventilation area,Ratio between side vent area and total ventilation area,Discharge coefficient,Global wind pressure coefficient,"Forced ventilation, not including the insect screen",Forced ventilation,Leaf area index,Maximum rate of electron transport rate at 25°C,CO2 concentration in the stomata,"CO2 compensation point, - Canopy photosynthesis, - Canopy photosynthesis",Leaf maintenance respiration,Stem maintenance respiration,Fruit maintenance respiration,Inhibition due to full carbohydrates buffer,Inhibition due to insufficient carbohydrates in the buffer,Inhibition of carbohydrate flow to the fruit,Inhibition of carbohydrate flow to the organs,Inhibition due to development stage,Leaf pruning,Fruit harvest rate,Fraction of PAR from the interlights reaching the canopy,Fraction of NIR from the interlights reaching the canopy,Fraction of radiation going up from the interlights to the canopy,Fraction of radiation going down from the interlights to the canopy,FIR between lamps and pipe,FIR between lamps and floor,FIR between interlights and toplights,FIR between interlights and canopy,FIR between interlights and pipe,FIR between interlights and floor,Convective heat exchange between top lamps and air in main compartment,Convective heat exchange between interlights and air in main compartment,Convective heat exchange between grow pipes and air in main compartment,Heat flux from the mechanical cooling to the greenhouse air,Vapour flux from the greenhouse air to the surface of the mechanical cooling system,Ventilation due to excess humidity,Setpoint for closing the thermal screen,Closure of the thermal screen based on outdoor temperature,Control for the lamps disregarding temperature and humidity constraints,Smooth (linear) approximation of the lamp control,Heat capacity of canopy,NIR transmission coefficient of the canopy,NIR reflection coefficient of the canopy,Surface of canopy per floor area for calculation of FIR exchanges,FIR between canopy and floor,FIR between pipes and canopy,Convection between canopy and air in main compartment,Density of the air in the main compartment (below the screen),Density of the air in the top compartment (above the screen),Mean density of the air below and above the screen.,Latent heat flux by condensation on cover,Vapour flux from the pad and fan to the greenhouse air,Sensible heat flux from the pad to the greenhouse air,Sensible heat flux from the greenhouse air to the outside air,Ventilation rate through sidewall only,Potential rate of electron transport,Carbohydrate flow from buffer to fruit,Carbohydrate flow from buffer to leaves,Carbohydrate flow from buffer to stems,Growth respiration,Total maintenance respiration,FIR between lamps and canopy,FIR between grow pipes and canopy,"Indicates whether daytime climate settings should be used, i.e., if the sun is out or the lamps are on",Heating set point,Ventilation setpoint due to excess heating set point,"Ventilation due to excess heat, 0 means vents are closed",Ventilation closure due to too cold temperatures,Opening of thermal screen due to high humidity,Opening of thermal screen closure due to too high temperatures,"Control for the top lights, 1 if lamps are on, 0 if lamps are off","Control for the interlights, 1 if interlights are on, 0 if interlights are off",CO2 set point,Control valve of the heating from the boiler to the pipe rail system,Control of the roof ventilation,Control of the external CO2 source,"Closure of thermal screen, 0 is open (folded screen), 1 is closed (spread out screen)",Lamp electrical input,NIR from the lamps absorbed by the canopy,NIR from the lamps absorbed by the floor,Interlight electrical input,NIR from the interlights absorbed by the canopy,NIR from the interlights absorbed by the floor,"Shortwave radiation above the canopy from the lamps (PAR+NIR, where UV is counted together with NIR)","Shortwave radiation outside the canopy from the interlight lamps (PAR+NIR, where UV is counted together with NIR)",Lamp cooling,Control valve of the heating from the boiler to the grow pipes,"Closure of blackout screen, 0 is open (folded screen), 1 is closed (spread out screen)","PAR transmission coefficient of the thermal screen ""layer"": the vertical area of the thermal screen (whether the screen is deployed or not)","PAR reflection coefficient of the thermal screen ""layer"": the vertical area of the thermal screen (whether the screen is deployed or not)",PAR transmission coefficient of the thermal screen and roof combined layer,PAR reflection coefficient of the thermal screen and roof combined layer towards the top,PAR reflection coefficient of the thermal screen and roof combined layer towards the bottom,PAR transmission coefficient of the cover,PAR reflection coefficient of the cover towards the top,PAR reflection coefficient of the cover towards the top,"NIR transmission coefficient of the thermal screen ""layer"": the vertical area of the thermal screen (whether the screen is deployed or not)","NIR reflection coefficient of the thermal screen ""layer"": the vertical area of the thermal screen (whether the screen is deployed or not)",NIR transmission coefficient of the thermal screen and roof combined layer,NIR reflection coefficient of the thermal screen and roof combined layer towards the top,NIR reflection coefficient of the thermal screen and roof combined layer towards the bottom,NIR transmission coefficient of the cover,NIR reflection coefficient of the cover towards the top,NIR reflection coefficient of the cover towards the top,FIR transmission coefficient of the thermal screen,FIR between thermal screen and cover,FIR between thermal screen and sky,Convection between air in main compartment and thermal screen,Convection between thermal screen and air in top compartment,Air flux through the screen,Condensation from main compartment on thermal screen - Vapour fluxes,Heat flux from the boiler to the heating pipe,Natural ventilation rate due to roof ventilation,Aperture of the roof,CO2 added to the greenhouse by an external CO2 source,"PAR transmission coefficient of the blackout screen ""layer"": the vertical area of the blackout screen (whether the screen is deployed or not)","PAR reflection coefficient of the blackout screen ""layer"": the vertical area of the blackout screen (whether the screen is deployed or not)",PAR transmission coefficient of the cover as in Vanthoor plus the blackout screen,PAR upwards reflection coefficient of the cover as in Vanthoor plus the blackout screen,PAR downwards reflection coefficient of the cover as in Vanthoor plus the blackout screen,"NIR transmission coefficient of the blackout screen ""layer"": the vertical area of the blackout screen (whether the screen is deployed or not)","NIR reflection coefficient of the blackout screen ""layer"": the vertical area of the blackout screen (whether the screen is deployed or not)",NIR transmission coefficient of the cover as in Vanthoor plus the blackout screen,NIR downwards reflection coefficient of the cover as in Vanthoor plus the blackout screen,NIR downwards reflection coefficient of the cover as in Vanthoor plus the blackout screen,PAR above the canopy from the lamps,PAR outside the canopy from the interlights,PAR from the lamps directly absorbed by the canopy,PAR from the lamps absorbed by the canopy after reflection from the floor,Total PAR from the lamps absorbed by the canopy,PAR from the lamps absorbed by the floor,PAR and NIR from the lamps absorbed by the greenhouse air,PAR from the interlights directly absorbed by the canopy,PAR from the interlights absorbed by the floor,PAR from the interlights absorbed by the canopy after reflection from the floor,Total PAR from the interlights absorbed by the canopy,PAR and NIR from the interlights absorbed by the greenhouse air,FIR transmission coefficient of the blackout screen,FIR between lamps and sky,FIR between lamps and cover,FIR between lamps and thermal screen,FIR between lamps and blackout screen,FIR between blackout screen and sky,FIR between blackout screen and cover,FIR between blackout screen and thermal screen,FIR between canopy and blackout screen,FIR between blackout screen and pipe,FIR between blackout screen and floor,FIR between interlights and sky,FIR between interlights and cover,FIR between interlights and thermal screen,FIR between interlights and blackout screen,Convective heat exchange between air in main compartment (below the screens) and blackout screen,Convective heat exchange between air in top compartment (above the screens) and blackout screen,Heat from boiler to grow pipes,Air flux through the screen,Condensation from main compartment on blackout screen ,Latent heat flux by condensation on blackout screen,PAR reflection coefficient of the cover,PAR transmission coefficient of the cover,PAR absorption coefficient of the cover,NIR reflection coefficient of the cover,NIR transmission coefficient of the cover,NIR absorption coefficient of the cover,PAR above the canopy from the sun,PAR from the sun absorbed by the canopy after reflection from the floor,Virtual NIR transmission for the cover-canopy-floor lumped model,NIR transmission coefficient of the cover and canopy,NIR reflection coefficient of the cover and canopy towards the top,NIR reflection coefficient of the cover and canopy towards the bottom,"NIR transmission coefficient of the cover, canopy and floor lumped layer","NIR reflection coefficient of the cover, canopy and floor",The NIR absorption coefficient of the canopy, The overall NIR absorption coefficient of the floor,NIR from the sun absorbed by the canopy,NIR from the sun absorbed by the floor,PAR from the sun absorbed by the floor,Global radiation from the sun absorbed by the greenhouse air,Global radiation from the sun absorbed by the cover,FIR between canopy and cover,FIR between canopy and sky,FIR between canopy and thermal screen,FIR between pipes and cover,FIR between pipes and sky,FIR between pipes and thermal screen,FIR between floor and cover,FIR between floor and sky,FIR between floor and thermal screen,Air flux through the screens layer (may include multiple screens),Latent heat flux by condensation on thermal screen,Vapour flux from main to top compartment (through the screen layer),CO2 flux from main to top compartment (through the screen layer),Global radiation (PAR+NIR) above the canopy from the sun,"Global radiation above and outside the canopy (PAR+NIR, where UV is counted together with NIR)","Smooth switch between day and night, needed to account for difference in day/night transpiration paramemters",Parameter for CO2 influence on stomatal resistance,Parameter for vapour pressure influence on stomatal resistance - Canopy Transpiration,Ventilation rate through roof and side vents,Total ventilation through the roof,Total ventilation through side vents,PAR from the sun directly absorbed by the canopy,Convection between air in main compartment and outside air,Convection between air in main and top compartment,Convection between air in top compartment and outside air,Vapour flux from main compartment to outside,Vapour flux from top compartment to outside,Vapour flux from main compartment to outside,Vapour flux from top compartment to outside,Radiation influence on stomatal resistance,CO2 influence on stomatal resistance,Vapour pressure influence on stomatal resistance,Total PAR from the sun absorbed by the canopy,Total PAR above and outside the canopy,"Total PAR absorbed by the canopy, expressed in µmol m**-2 s**-1",Stomatal resistance,Electron transport rate,Vapour transfer coefficient of canopy transpiration,Photosynthesis rate at canopy level,Photrespiration,Canopy transpiration,Net photosynthesis,Latent heat flux by transpiration,Net crop assimilation
s,°C,°C,°C,°C,°C,°C,°C,°C,°C,°C,°C,°C,°C,Pa,Pa,mg m**-3,mg m**-3,mg{CH2O} m**-2,mg{CH2O} m**-2,mg{CH2O} m**-2,mg{CH2O} m**-2,°C day,°C,°C,°C,°C,°C,day,°C,Pa,mg m**-3,m s**-1,°C,°C,W m**-2,MJ m**-2,-,-,m above sea level,W m**-2,kg {water} kg**-1 {air},ppm,-,-,-,-,-,-,-,-,-,-,-,W m**-2,-,h,d,%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,J K**-1 m**-2,W m**-2 K**-1,J K**-1 m**-2,J K**-1 m**-2,kg m**3 J**-1,kg m**3 J**-1,-,W m**-2,W m**-2,W m**-2,W m**-2,W m**-2,W m**-2,W m**-2,W m**-2,W m**-2,W m**-2,W m**-2,W K**-1 m**-2,kg m**-2 s**-1,W m**-2,mg m**-2 s**-1,mg m**-2 s**-1,W m**-2,W m**-2,W m**-2,m**3 m**-2 s**-1,kg {water} kg**-1 {air},kg m**-2 s**-1,mg m**-2 s**-1,W m**-2 K**-1,W m**-2,kg m**-2 s**-1,kg m**-2 s**-1,W m**-2,m**2,-,m**3 m**-2 s**-1,-,-,-,-,m**3 m**-2 s**-1,m**3 m**-2 s**-1,m**2 {leaf} m**-2 {floor},umol{e-} m**-2 s**-1,ppm,ppm,mg{CH2O} m**-2 s**-1,mg{CH2O} m**-2 s**-1,mg{CH2O} m**-2 s**-1,-,-,-,-,-,mg{CH2O} m**-2 s**-1,mg{CH2O} m**-2 s**-1,-,-,-,-,W m**-2,W m**-2,W m**-2,W m**-2,W m**-2,W m**-2,W m**-2,W m**-2,W m**-2,W m**-2,kg m**-2 s**-1,-,°C,-,-,-,J K**-1 m**-2,-,-,-,W m**-2,W m**-2,W m**-2,kg m**-3,kg m**-3,kg m**-3,W m**-2,kg m**-2 s**-1,W m**-2,W m**-2,m**3 m**-2 s**-1,umol{e-} m**-2 s**-1,mg{CH2O} m**2 s**-1,mg{CH2O} m**2 s**-1,mg{CH2O} m**2 s**-1,mg{CH2O} m**-2 s**-1,mg{CH2O} m**-2 s**-1,W m**-2,W m**-2,-,°C,°C,-,-,-,-,-,-,ppm,-,-,-,-,W m**-2,W m**-2,W m**-2,W m**-2,W m**-2,W m**-2,W m**-2,W m**-2,W m**-2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,W m**-2,W m**-2,W m**-2,W m**-2,m s**-1,kg m**-2 s**-1,W m**-2,m**3 m**-2 s**-1,m**2,mg m**-2 s**-1,-,-,-,-,-,-,-,-,-,-,W m**-2,W m**-2,W m**-2,W m**-2,W m**-2,W m**-2,W m**-2,W m**-2,W m**-2,W m**-2,W m**-2,W m**-2,-,W m**-2,W m**-2,W m**-2,W m**-2,W m**-2,W m**-2,W m**-2,W m**-2,W m**-2,W m**-2,W m**-2,W m**-2,W m**-2,W m**-2,W m**-2,W m**-2,W m**-2,m s**-1,kg m**-2 s**-1,W m**-2,-,-,-,-,-,-,W m**-2,W m**-2,-,-,-,-,-,-,-,-,W m**-2,W m**-2,W m**-2,W m**-2,W m**-2,W m**-2,W m**-2,W m**-2,W m**-2,W m**-2,W m**-2,W m**-2,W m**-2,W m**-2,m s**-1,W m**-2,kg m**-2 s**-1,mg{CO2} m**-2 s**-1,W m**-2,W m**-2,-,ppm{CO2}**-2,Pa**-2,m**3 m**-2 s**-1,m**3 m**-2 s**-1,m**3 m**-2 s**-1,W m**-2,W m**-2,W m**-2,W m**-2,kg m**-2 s**-1,kg  m**-2 s**-1,mg{CO2} m**-2 s**-1,mg{CO2} m**-2 s**-1,-,-,-,W m**-2,W m**-2,µmol{photons} m**-2 s**-1,s m**-1,umol{e-} m**-2 s**-1,kg m**-2 Pa**-1 s**-1,umol{co2} m**-2 s**-1,umol{co2} m**-2 s**-1,kg m**-2 s**-1,mg{CH2O} m**-2 s**-1,W m**-2,mg{CO2} m**-2 s**-1
0.0,20.5,16.5,16.5,16.5,13.364,10.228,7.092,3.956,16.5,16.5,16.5,16.5,16.5,1681.91,1313.0,722.0,722.0,20000.0,312.0,4368.0,1560.0,0.0,20.5,16.5,16.5,16.5,16.5,0.0,6.8000001,736.6885,766.32583,1.5,-3.0491573,12.269952,0.0,8.786700067,0.0,0.0,-5.0,0.0,0.0,389.9211451298111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0235,0.0,0.98,0.0,0.0,90.0000133616257,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.15,0.85,8099.878153495455,262.5,809.9878153495456,809.9878153495456,4.709008794759098e-05,4.484770280722955e-06,0.5,0.0,82.7206047925271,0.0,53.990199443399995,0.0,0.0,44.426666666666655,22.21333333333334,11.106666666666667,5.553333333333333,-7.3613116666666665,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.00454580581198525,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.00015000000000000001,1.0,0.0,0.75,0.09,0.0,0.0,0.1161888,24.399648,261.2471672369735,41.3156793081605,0.0011093396676809936,0.00016783957508141833,2.6488966951625206e-05,0.5,1.0,0.9994898525558442,0.99447423350042,0.004975000624968802,4.309412282303567e-39,6.664537321156579e-116,0.07811257354463685,0.030884012391258375,0.10346457505563988,0.10346457505563988,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.017081212870645946,10.0,0.9999999999841511,0.0,1.0,139.42656,0.9691159876087416,0.01080940433694043,0.10346457505563988,2.1001116142047938,-0.20109899433488335,4.647552,1.2193363153347652,1.2193363153347652,1.2193363153347652,-0.0,0.0,0.0,0.0,0.0,19.91063677771811,0.0016600713512362575,0.0966952159088296,0.07532048397108831,0.050119024910632574,0.0013036682097140372,-0.040983944296702046,-0.0,1.0,19.5,24.5,9.99999999899996e-11,9.99998999939855e-07,0.9999990000010001,1.0,0.0,0.0,1000.0,0.9999999999,9.99998999939855e-07,1.0,0.9999990000010001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999,0.0,0.6000003999996,0.34999965000035,0.5343114884112222,0.39492900478888965,0.3990306192712264,0.5343114884112222,0.39492900478888965,0.3990306192712264,0.6000003999996,0.34999965000035,0.5343114884112222,0.39492900478888965,0.3990306192712264,0.5343114884112222,0.39492900478888965,0.3990306192712264,0.15000084999914998,0.0,0.0,0.0,0.0,0.0,-0.0,299.99999997,2.8398996956210237e-08,0.004675995323718762,5.14,1.0,0.0,0.5343114884112222,0.39492900478888965,0.3990306192712264,1.0,0.0,0.5343114884112222,0.39492900478888965,0.3990306192712264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39492900478888965,0.5236252586429978,0.08144573656811255,0.39492900478888965,0.5236252586429978,0.08144573656811255,0.0,0.0,0.6050709952111104,0.5888979494068362,0.39890341217475966,0.38331130762455407,0.3642618100715184,0.6134164451730992,0.02232174475538229,0.3642618100715184,0.0,0.0,0.0,0.0,0.0,0.2909643669616852,0.0,1.528979029271798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0066928509242848554,4.093565442453595e-09,5.193976434168143e-06,1.9726855271938527e-08,7.502839899695622e-05,7.500000000000001e-05,0.0,0.8724913336349069,0.0,0.8728217053512832,5.155781316784805e-07,3.0888547237627463e-07,-0.00332443725,-0.0033256960591112514,7.962962962962962,1.0001637229691736,3.668494413025899,0.0,0.0,0.0,2395.783162066296,0.0,6.47279396314975e-10,0.0,0.0,4.639540227217545e-07,0.0,1.1366873556682986,-0.07541994990984169
