Time,iGlob,tOut,vpOut,co2Out,wind,tSky,tSoOut,dayRadSum,isDay,isDaySmooth,hElevation
Time since start of data,Outdoor global solar radiation,Outdoor temperature,Outdoor vapor pressure,Outdoor CO2 concentration,Outdoor wind speed,Apparent sky temperature,Soil temperature at 2 m depth,Daily sum of outdoor global solar radiation,Switch determining if it is day or night. Used for control purposes,Smooth switch determining if it is day or night. Used for control purposes,Elevation at location
s,W m**-2,°C,Pa,mg m**-3,m s**-1,°C,°C,MJ m**-2,-,-,m above sea level
2775600,0.0,2.0,366.69937222724525,818.7244008134126,5.7,-23.56662667270851,1.729442572457165,13.755600000000001,0.0,0.0,1612.0
2779200,0.0,1.2,366.29063143369063,821.1117874387115,3.6,-23.850728867132347,1.7300015548561536,13.755600000000001,0.0,0.0,1612.0
2782800,0.0,1.0,374.19768569287766,821.710811175672,2.6,-23.850728867132347,1.7305645882645244,13.755600000000001,0.0,0.0,1612.0
2786400,0.0,0.9,371.5170470473667,822.0106509170242,0.0,-24.708914651145108,1.7311316723925527,13.755600000000001,0.0,0.0,1612.0
2790000,0.0,0.8,368.8533934721316,822.3107095594469,2.6,-25.286017468759184,1.7317028069484293,13.755600000000001,0.0,0.0,1612.0
2793600,129.0,1.7,345.12772467682873,819.6180421459359,1.5,-24.996962770626425,1.7322779916382611,13.755600000000001,1.0,1.0,1612.0
2797200,302.0,6.0,420.0463368955368,806.9927239255256,0.0,-24.708914651145108,1.7328572261660717,13.755600000000001,1.0,1.0,1612.0
2800800,456.0,10.6,535.2290782537173,793.9101987094642,2.6,-23.283491364033864,1.7334405102338017,13.755600000000001,1.0,1.0,1612.0
2804400,560.0,13.8,550.1796226074262,785.0566958836399,3.1,-21.32798667055198,1.734027843541302,13.755600000000001,1.0,1.0,1612.0
2808000,605.0,15.6,423.5529465207091,780.1628359612483,3.6,-18.61106696063706,1.7346192257863482,13.755600000000001,1.0,1.0,1612.0
2811600,591.0,16.3,350.5933719562531,778.2761060072913,2.6,-17.812712361092508,1.7352146566646276,13.755600000000001,1.0,1.0,1612.0
2815200,516.0,17.4,356.05850909716946,775.329612403409,9.3,-17.548250807647207,1.7358141358697434,13.755600000000001,1.0,1.0,1612.0
2818800,384.0,16.2,385.04466325123616,778.5450799509607,5.1,-17.812712361092508,1.736417663093218,13.755600000000001,1.0,1.0,1612.0
2822400,213.0,15.3,415.5091440902845,780.9742377667203,3.6,-18.61106696063706,1.7370252380244908,13.755600000000001,1.0,1.0,1612.0
2826000,63.0,12.3,370.6593224602863,789.1820594983726,0.0,-19.95859408558755,1.737636860350916,13.755600000000001,1.0,1.0,1612.0
2829600,2.0,8.5,376.41786068672417,799.8296427616208,3.1,-21.052319029241545,1.7382525297577676,13.755600000000001,1.0,1.0,1612.0
2833200,0.0,4.8,403.7104337070926,810.4767723828403,3.1,-22.160467526975197,1.7388722459282366,13.755600000000001,0.0,0.0,1612.0
2836800,0.0,1.7,414.1532696121945,819.6180421459359,0.0,-23.56662667270851,1.7394960085434308,13.755600000000001,0.0,0.0,1612.0
2840400,0.0,1.2,379.6102907585521,821.1117874387115,8.2,-24.42186496924782,1.7401238172823748,13.755600000000001,0.0,0.0,1612.0
2844000,0.0,3.0,370.95896802923966,815.7596193511152,2.6,-24.996962770626425,1.7407556718220132,13.755600000000001,0.0,0.0,1612.0
2847600,0.0,1.0,400.45717240816737,821.710811175672,5.7,-25.286017468759184,1.7413915718372088,13.755600000000001,0.0,0.0,1612.0
2851200,0.0,0.0,403.1148,824.719087987591,3.6,-25.86717969110225,1.7420315170007408,7.376399999999999,0.0,0.0,1612.0
2854800,0.0,0.0,366.46799999999996,824.719087987591,4.1,-27.338290890450622,1.742675506983308,7.376399999999999,0.0,0.0,1612.0
2858400,0.0,0.0,403.1148,824.719087987591,4.1,-24.708914651145108,1.7433235414535284,7.376399999999999,0.0,0.0,1612.0
2862000,0.0,-1.0,482.72317484566423,827.7494722903195,3.1,-14.691922030337082,1.7439756200779373,7.376399999999999,0.0,0.0,1612.0
2865600,0.0,-1.0,522.4768480682484,827.7494722903195,2.1,-12.174993432191002,1.7446317425209905,7.376399999999999,0.0,0.0,1612.0
2869200,0.0,-1.0,567.9096174654874,827.7494722903195,2.1,-11.927271267638332,1.7452919084450622,7.376399999999999,0.0,0.0,1612.0
2872800,0.0,-3.0,490.07453086767885,833.8775453777919,4.6,-11.68025186283478,1.7459561175104454,7.376399999999999,0.0,0.0,1612.0
2876400,0.0,-3.0,490.07453086767885,833.8775453777919,3.6,-12.423423039347256,1.7466243693753531,7.376399999999999,0.0,0.0,1612.0
2880000,61.0,-4.0,454.8243913580587,836.9757342887254,4.1,-11.927271267638332,1.747296663695919,7.376399999999999,1.0,1.0,1612.0
2883600,155.0,-4.0,418.438440049414,836.9757342887254,2.6,-13.676350099713034,1.747973000126196,7.376399999999999,1.0,1.0,1612.0
2887200,235.0,-5.0,421.8397001358712,840.0970310789129,4.6,-14.947694810664132,1.7486533783181555,7.376399999999999,1.0,1.0,1612.0
2890800,306.0,-6.0,359.71411439247,843.2416952416637,3.6,-14.182642560143847,1.7493377979216893,7.376399999999999,1.0,1.0,1612.0
2894400,359.0,-6.0,328.4346261844291,843.2416952416637,2.6,-15.461532790110311,1.7500262585846125,7.376399999999999,1.0,1.0,1612.0
2898000,330.0,-6.0,328.4346261844291,843.2416952416637,1.5,-15.204229956164454,1.750718759952659,7.376399999999999,1.0,1.0,1612.0
2901600,267.0,-6.0,359.71411439247,843.2416952416637,1.5,-14.182642560143847,1.7514153016694811,7.376399999999999,1.0,1.0,1612.0
2905200,203.0,-6.0,328.4346261844291,843.2416952416637,2.1,-13.676350099713034,1.752115883376657,7.376399999999999,1.0,1.0,1612.0
2908800,106.0,-7.0,333.191972207272,846.4099901702441,2.6,-13.929125509223809,1.7528205047136813,7.376399999999999,1.0,1.0,1612.0
2912400,26.0,-7.0,333.191972207272,846.4099901702441,2.1,-13.676350099713034,1.753529165317972,7.376399999999999,1.0,1.0,1612.0
2916000,1.0,-7.0,333.191972207272,846.4099901702441,1.5,-14.436906349687433,1.7542418648248699,7.376399999999999,1.0,1.0,1612.0
2919600,0.0,-7.0,333.191972207272,846.4099901702441,0.0,-12.922423559710637,1.7549586028676343,7.376399999999999,0.0,0.0,1612.0
2923200,0.0,-8.0,264.83902298472657,849.602183231418,2.6,-12.174993432191002,1.7556793790774483,7.376399999999999,0.0,0.0,1612.0
2926800,0.0,-8.0,335.2392696009197,849.602183231418,2.1,-12.922423559710637,1.7564041930834158,7.376399999999999,0.0,0.0,1612.0
2930400,0.0,-8.0,308.42012803284615,849.602183231418,1.5,-12.672564821184324,1.7571330445125675,7.376399999999999,0.0,0.0,1612.0
2934000,0.0,-8.0,308.42012803284615,849.602183231418,2.1,-13.173004087586833,1.7578659329898496,7.376399999999999,0.0,0.0,1612.0
2937600,0.0,-8.0,281.6009864647726,849.602183231418,2.1,-15.719608694418355,1.7586028581381354,10.3428,0.0,0.0,1612.0
2941200,0.0,-9.0,285.2976875235117,852.8185458406605,2.1,-17.812712361092508,1.7593438195782198,10.3428,0.0,0.0,1612.0
2944800,0.0,-9.0,285.2976875235117,852.8185458406605,2.6,-18.077998212880004,1.760088816928822,10.3428,0.0,0.0,1612.0
2948400,0.0,-10.0,260.86202648962467,856.0593535390859,0.0,-17.812712361092508,1.7608378498065802,10.3428,0.0,0.0,1612.0
2952000,0.0,-10.0,260.86202648962467,856.0593535390859,0.0,-17.812712361092508,1.7615909178260623,10.3428,0.0,0.0,1612.0
2955600,0.0,-10.0,260.86202648962467,856.0593535390859,0.0,-17.284607600902348,1.762348020599755,10.3428,0.0,0.0,1612.0
2959200,0.0,-10.0,260.86202648962467,856.0593535390859,0.0,-17.284607600902348,1.7631091577380706,10.3428,0.0,0.0,1612.0
2962800,0.0,-10.0,260.86202648962467,856.0593535390859,0.0,-18.61106696063706,1.7638743288493437,10.3428,0.0,0.0,1612.0
2966400,78.0,-10.0,260.86202648962467,856.0593535390859,2.1,-17.812712361092508,1.7646435335398385,10.3428,1.0,1.0,1612.0
2970000,192.0,-10.0,260.86202648962467,856.0593535390859,2.6,-18.61106696063706,1.7654167714137357,10.3428,1.0,1.0,1612.0
2973600,323.0,-9.0,238.78176020989568,852.8185458406605,2.1,-19.417005096340205,1.7661940420731463,10.3428,1.0,1.0,1612.0
2977200,422.0,-8.0,258.1342375927082,849.602183231418,1.5,-21.052319029241545,1.7669753451181052,10.3428,1.0,1.0,1612.0
2980800,465.0,-8.0,234.6674887206438,849.602183231418,0.0,-19.417005096340205,1.7677606801465693,10.3428,1.0,1.0,1612.0
2984400,471.0,-8.0,214.55313254458864,849.602183231418,1.5,-21.052319029241545,1.7685500467544255,10.3428,1.0,1.0,1612.0
2988000,423.0,-8.0,234.6674887206438,849.602183231418,1.5,-22.160467526975197,1.7693434445354814,10.3428,1.0,1.0,1612.0
2991600,300.0,-8.0,234.6674887206438,849.602183231418,1.5,-23.56662667270851,1.7701408730814734,10.3428,1.0,1.0,1612.0
2995200,151.0,-8.0,234.6674887206438,849.602183231418,1.5,-20.503681005645547,1.7709423319820639,10.3428,1.0,1.0,1612.0
2998800,46.0,-9.0,238.78176020989568,852.8185458406605,0.0,-23.283491364033864,1.7717478208248387,10.3428,1.0,1.0,1612.0
3002400,2.0,-11.0,172.12401619918913,859.3248860721362,1.5,-25.86717969110225,1.7725573391953118,10.3428,1.0,1.0,1612.0
3006000,0.0,-11.0,172.12401619918913,859.3248860721362,0.0,-29.4432943993568,1.7733708866769247,10.3428,0.0,0.0,1612.0
3009600,0.0,-13.0,155.58842256151888,865.9312661303496,0.0,-30.36238068385134,1.7741884628510416,10.3428,0.0,0.0,1612.0
3013200,0.0,-13.0,187.1570880087836,865.9312661303496,0.0,-34.47087567599931,1.775010067296959,10.3428,0.0,0.0,1612.0
3016800,0.0,-12.0,222.44557086298113,862.6154274700765,0.0,-41.593550851074696,1.775835699591898,10.3428,0.0,0.0,1612.0
3020400,0.0,-12.0,185.7787185229293,862.6154274700765,0.0,-43.02740584806838,1.7766653593110044,10.3428,0.0,0.0,1612.0
3024000,0.0,-14.0,189.14846906524008,869.2726949018348,0.0,-42.30713853124527,1.777499046027355,14.7528,0.0,0.0,1612.0
3027600,0.0,-12.0,168.66752076423842,862.6154274700765,2.1,-37.782067677268685,1.778336759311956,14.7528,0.0,0.0,1612.0
3031200,0.0,-13.0,171.37275528515124,865.9312661303496,0.0,-38.46134729166724,1.779178498733736,14.7528,0.0,0.0,1612.0
3034800,0.0,-16.0,160.36691138232243,876.0335169504586,2.1,-43.02740584806838,1.7800242638595556,14.7528,0.0,0.0,1612.0
3038400,0.0,-15.0,158.9117525971543,872.6400111710652,0.0,-44.48857555069873,1.7808740542542045,14.7528,0.0,0.0,1612.0
3042000,0.0,-16.0,160.36691138232243,876.0335169504586,1.5,-47.11514730263255,1.7817278694803989,14.7528,0.0,0.0,1612.0
3045600,0.0,-16.0,160.36691138232243,876.0335169504586,0.0,-47.49793420134381,1.7825857090987833,14.7528,0.0,0.0,1612.0
3049200,0.0,-16.0,160.36691138232243,876.0335169504586,0.0,-47.49793420134381,1.7834475726679369,14.7528,0.0,0.0,1612.0
3052800,144.0,-15.0,137.85115887945915,872.6400111710652,0.0,-47.11514730263255,1.7843134597443608,14.7528,1.0,1.0,1612.0
3056400,325.0,-13.0,148.82370853710503,865.9312661303496,0.0,-45.22978927081272,1.7851833698824908,14.7528,1.0,1.0,1612.0
3060000,485.0,-10.0,217.86279135397226,856.0593535390859,2.1,-43.02740584806838,1.7860573026346884,14.7528,1.0,1.0,1612.0
3063600,598.0,-7.0,231.7857197963631,846.4099901702441,0.0,-41.23921706929343,1.7869352575512512,14.7528,1.0,1.0,1612.0
3067200,648.0,-6.0,191.5868652742503,843.2416952416637,0.0,-41.23921706929343,1.7878172341804008,14.7528,1.0,1.0,1612.0
3070800,630.0,-5.0,189.82786506114206,840.0970310789129,2.1,-39.49146133822282,1.7887032320682916,14.7528,1.0,1.0,1612.0
3074400,549.0,-2.0,242.75264301825962,830.8022086808427,0.0,-38.46134729166724,1.7895932507590127,14.7528,1.0,1.0,1612.0
3078000,412.0,-2.0,242.75264301825962,830.8022086808427,2.1,-38.12097126652887,1.7904872897945783,14.7528,1.0,1.0,1612.0
3081600,233.0,-5.0,206.7014530665769,840.0970310789129,0.0,-37.44462174661254,1.7913853487149352,14.7528,1.0,1.0,1612.0
3085200,71.0,-6.0,211.13654540427586,843.2416952416637,0.0,-37.44462174661254,1.7922874270579632,14.7528,1.0,1.0,1612.0
3088800,3.0,-6.0,230.68622553430137,843.2416952416637,0.0,-36.77404490569259,1.7931935243594754,14.7528,1.0,1.0,1612.0
3092400,0.0,-3.0,347.95291691605195,833.8775453777919,6.7,-35.122120828903434,1.794103640153212,14.7528,0.0,0.0,1612.0
3096000,0.0,-2.0,401.0695841171246,830.8022086808427,3.6,-35.122120828903434,1.795017773970848,14.7528,0.0,0.0,1612.0
3099600,0.0,-2.0,395.79235274716245,830.8022086808427,4.1,-36.44088557990872,1.7959359253419933,14.7528,0.0,0.0,1612.0
3103200,0.0,-3.0,377.35738876811274,833.8775453777919,0.0,-37.782067677268685,1.796858093794186,14.7528,0.0,0.0,1612.0
3106800,0.0,-4.0,332.02180569138284,836.9757342887254,2.6,-37.782067677268685,1.7977842788529,14.7528,0.0,0.0,1612.0
3110400,0.0,-2.0,379.9606586372759,830.8022086808427,3.6,-30.980952892303662,1.7987144800415402,8.1756,0.0,0.0,1612.0
3114000,0.0,-3.0,357.7544075334055,833.8775453777919,1.5,-33.5038911596225,1.799648696881448,8.1756,0.0,0.0,1612.0
3117600,0.0,-3.0,343.05217160737516,833.8775453777919,0.0,-31.60430181208082,1.800586928891894,8.1756,0.0,0.0,1612.0
3121200,0.0,-3.0,343.05217160737516,833.8775453777919,2.1,-27.04195315036381,1.8015291755900869,8.1756,0.0,0.0,1612.0
3124800,0.0,-3.0,343.05217160737516,833.8775453777919,1.5,-27.04195315036381,1.8024754364911697,8.1756,0.0,0.0,1612.0
3128400,0.0,-2.0,369.40619589735155,830.8022086808427,0.0,-29.74850064066098,1.8034257111082148,8.1756,0.0,0.0,1612.0
3132000,0.0,0.0,421.43819999999994,824.719087987591,0.0,-25.86717969110225,1.8043799989522347,8.1756,0.0,0.0,1612.0
3135600,0.0,-3.0,333.25068099002164,833.8775453777919,1.5,-24.13580568686018,1.8053382995321723,8.1756,0.0,0.0,1612.0
3139200,90.0,-2.0,343.02003904754076,830.8022086808427,0.0,-17.284607600902348,1.8063006123549092,8.1756,1.0,1.0,1612.0
3142800,208.0,-3.0,323.44919037266806,833.8775453777919,0.0,-18.077998212880004,1.8072669369252612,8.1756,1.0,1.0,1612.0
3146400,304.0,-3.0,245.03726543383942,833.8775453777919,0.0,-14.691922030337082,1.8082372727459797,8.1756,1.0,1.0,1612.0
3150000,347.0,-2.0,327.1883449376543,830.8022086808427,0.0,-14.182642560143847,1.8092116193177512,8.1756,1.0,1.0,1612.0
3153600,359.0,1.0,262.59486715289665,821.710811175672,0.0,-10.943364102196256,1.810189976139199,8.1756,1.0,1.0,1612.0
3157200,332.0,2.0,423.11466026220603,818.7244008134126,0.0,-11.927271267638332,1.8111723427068815,8.1756,1.0,1.0,1612.0
3160800,276.0,0.5,322.96726967737345,823.2122012929306,3.1,-10.699109868214805,1.812158718515299,8.1756,1.0,1.0,1612.0
3164400,214.0,2.0,472.4780372927968,818.7244008134126,0.0,-10.212637178261105,1.8131491030568814,8.1756,1.0,1.0,1612.0
3168000,112.0,2.0,493.633770305907,818.7244008134126,2.6,-10.699109868214805,1.814143495822,8.1756,1.0,1.0,1612.0
3171600,27.0,1.0,472.67076087521394,821.710811175672,0.0,-8.293258983490432,1.8151418962989645,8.1756,1.0,1.0,1612.0
3175200,2.0,0.0,476.4084,824.719087987591,2.6,-8.769193953872843,1.816144303974018,8.1756,1.0,1.0,1612.0
3178800,0.0,0.0,561.9176,824.719087987591,1.5,-9.247713211163784,1.8171507183313453,8.1756,0.0,0.0,1612.0
3182400,0.0,0.0,561.9176,824.719087987591,1.5,-9.728849736734674,1.8181611388530694,8.1756,0.0,0.0,1612.0
3186000,0.0,0.0,610.78,824.719087987591,2.6,-7.114517177073878,1.8191755650192496,8.1756,0.0,0.0,1612.0
3189600,0.0,-3.0,490.07453086767885,833.8775453777919,2.1,-5.951238527387773,1.8201939963078866,8.1756,0.0,0.0,1612.0
3193200,0.0,-3.0,490.07453086767885,833.8775453777919,0.0,-7.584131510631607,1.8212164321949151,8.1756,0.0,0.0,1612.0
3196800,0.0,-3.0,490.07453086767885,833.8775453777919,1.5,-9.247713211163784,1.8222428721542174,7.3296,0.0,0.0,1612.0
3200400,0.0,-3.0,490.07453086767885,833.8775453777919,1.5,-9.728849736734674,1.8232733156576089,7.3296,0.0,0.0,1612.0
3204000,0.0,-2.0,411.62404685704894,830.8022086808427,2.1,-10.455535694136302,1.8243077621748442,7.3296,0.0,0.0,1612.0
3207600,0.0,-2.0,411.62404685704894,830.8022086808427,2.1,-9.247713211163784,1.825346211173625,7.3296,0.0,0.0,1612.0
3211200,0.0,-2.0,374.68342726731373,830.8022086808427,1.5,-8.530905468618926,1.8263886621195864,7.3296,0.0,0.0,1612.0
3214800,0.0,-3.0,377.35738876811274,833.8775453777919,2.1,-8.769193953872843,1.8274351144763061,7.3296,0.0,0.0,1612.0
3218400,0.0,-3.0,377.35738876811274,833.8775453777919,2.6,-8.056250476995217,1.8284855677053056,7.3296,0.0,0.0,1612.0
3222000,0.0,-3.0,377.35738876811274,833.8775453777919,3.6,-8.293258983490432,1.8295400212660438,7.3296,0.0,0.0,1612.0
3225600,54.0,-3.0,450.8685683982646,833.8775453777919,3.1,-8.769193953872843,1.8305984746159236,7.3296,1.0,1.0,1612.0
3229200,113.0,-3.0,450.8685683982646,833.8775453777919,2.6,-9.728849736734674,1.8316609272102875,7.3296,1.0,1.0,1612.0
3232800,187.0,-2.0,448.5646664467841,830.8022086808427,3.6,-9.970409963495001,1.8327273785024234,7.3296,1.0,1.0,1612.0
3236400,299.0,-1.0,442.9695016230802,827.7494722903195,2.6,-9.48795222826459,1.8337978279435596,7.3296,1.0,1.0,1612.0
3240000,356.0,-1.0,442.9695016230802,827.7494722903195,3.6,-12.423423039347256,1.8348722749828648,7.3296,1.0,1.0,1612.0
3243600,342.0,-1.0,442.9695016230802,827.7494722903195,3.6,-9.728849736734674,1.8359507190674549,7.3296,1.0,1.0,1612.0
3247200,289.0,-1.0,442.9695016230802,827.7494722903195,2.6,-9.970409963495001,1.8370331596423872,7.3296,1.0,1.0,1612.0
3250800,218.0,-1.0,482.72317484566423,827.7494722903195,2.1,-8.769193953872843,1.8381195961506611,7.3296,1.0,1.0,1612.0
3254400,135.0,-1.0,522.4768480682484,827.7494722903195,1.5,-9.48795222826459,1.8392100280332206,7.3296,1.0,1.0,1612.0
3258000,41.0,-1.0,482.72317484566423,827.7494722903195,1.5,-13.424311288860224,1.8403044547289555,7.3296,1.0,1.0,1612.0
3261600,2.0,-2.0,485.50528603651924,830.8022086808427,1.5,-12.672564821184324,1.8414028756746985,7.3296,1.0,1.0,1612.0
3265200,0.0,-2.0,485.50528603651924,830.8022086808427,1.5,-11.927271267638332,1.8425052903052253,7.3296,0.0,0.0,1612.0
3268800,0.0,-1.0,482.72317484566423,827.7494722903195,2.1,-14.436906349687433,1.8436116980532606,7.3296,0.0,0.0,1612.0
3272400,0.0,-1.0,522.4768480682484,827.7494722903195,0.0,-15.204229956164454,1.8447220983494708,7.3296,0.0,0.0,1612.0
3276000,0.0,-2.0,485.50528603651924,830.8022086808427,0.0,-14.691922030337082,1.84583649062247,7.3296,0.0,0.0,1612.0
3279600,0.0,-2.0,527.7231369962166,830.8022086808427,0.0,-15.461532790110311,1.8469548742988149,7.3296,0.0,0.0,1612.0
3283200,0.0,-3.0,490.07453086767885,833.8775453777919,0.0,-17.548250807647207,1.8480772488030137,14.8752,0.0,0.0,1612.0
3286800,0.0,-5.0,316.3797751019034,840.0970310789129,1.5,-20.503681005645547,1.8492036135575152,14.8752,0.0,0.0,1612.0
3290400,0.0,-5.0,299.5061870964686,840.0970310789129,0.0,-20.503681005645547,1.8503339679827198,14.8752,0.0,0.0,1612.0
3294000,0.0,-5.0,329.03496610597955,840.0970310789129,0.0,-23.56662667270851,1.8514683114969719,14.8752,0.0,0.0,1612.0
3297600,0.0,-6.0,293.24520195038315,843.2416952416637,2.6,-23.283491364033864,1.8526066435165642,14.8752,0.0,0.0,1612.0
3301200,0.0,-5.0,312.1613781005447,840.0970310789129,1.5,-23.00131529769797,1.8537489634557343,14.8752,0.0,0.0,1612.0
3304800,0.0,-6.0,281.5153938723678,843.2416952416637,0.0,-22.160467526975197,1.854895270726674,14.8752,0.0,0.0,1612.0
3308400,0.0,-5.0,303.7245840978273,840.0970310789129,2.6,-23.850728867132347,1.8560455647395182,14.8752,0.0,0.0,1612.0
3312000,138.0,-3.0,411.6626059288502,833.8775453777919,1.5,-23.56662667270851,1.8571998449023503,14.8752,1.0,1.0,1612.0
3315600,319.0,-1.0,403.21582840049604,827.7494722903195,1.5,-21.882053862746943,1.8583581106212055,14.8752,1.0,1.0,1612.0
3319200,491.0,1.1,396.7320025737019,821.4111900959359,0.0,-25.86717969110225,1.8595203613000661,14.8752,1.0,1.0,1612.0
3322800,607.0,1.0,400.45717240816737,821.710811175672,1.5,-27.04195315036381,1.860686596340865,14.8752,1.0,1.0,1612.0
3326400,657.0,1.3,355.5113957706725,820.8126029652412,2.6,-25.286017468759184,1.8618568151434811,14.8752,1.0,1.0,1612.0
3330000,637.0,3.0,439.0942886876714,815.7596193511152,1.5,-24.708914651145108,1.86303101710575,14.8752,1.0,1.0,1612.0
3333600,547.0,5.0,435.49745376421794,809.8940100083065,2.1,-23.00131529769797,1.864209201623452,14.8752,1.0,1.0,1612.0
3337200,411.0,4.4,359.1895473199222,811.6448167314375,5.1,-20.230697010514575,1.865391368090319,14.8752,1.0,1.0,1612.0
3340800,241.0,6.5,444.41113536584663,805.5498619124279,7.2,-20.503681005645547,1.8665775158980384,14.8752,1.0,1.0,1612.0
3344400,79.0,6.4,450.963467483559,805.838021405153,4.1,-21.604562610411307,1.8677676444362428,14.8752,1.0,1.0,1612.0
3348000,5.0,2.5,379.97380076219383,817.2393211819716,3.1,-23.00131529769797,1.8689617530925196,14.8752,1.0,1.0,1612.0
3351600,0.0,1.3,375.6346823237294,820.8126029652412,4.1,-23.00131529769797,1.8701598412524056,14.8752,0.0,0.0,1612.0
3355200,0.0,0.7,372.6313101083132,822.6109873427442,0.0,-23.283491364033864,1.871361908299396,14.8752,0.0,0.0,1612.0
3358800,0.0,1.0,518.6248626269709,821.710811175672,2.6,-21.052319029241545,1.8725679536149311,14.8752,0.0,0.0,1612.0
3362400,0.0,2.0,564.152880349608,818.7244008134126,2.1,-17.812712361092508,1.8737779765784062,14.8752,0.0,0.0,1612.0
3366000,0.0,0.1,492.1763825631439,824.4172694741462,2.6,-17.812712361092508,1.8749919765671752,14.8752,0.0,0.0,1612.0
3369600,0.0,2.0,564.152880349608,818.7244008134126,1.5,-14.436906349687433,1.8762099529565388,9.6372,0.0,0.0,1612.0
3373200,0.0,1.0,564.5789643787277,821.710811175672,0.0,-6.880639603694931,1.8774319051197539,9.6372,0.0,0.0,1612.0
3376800,0.0,0.0,561.9176,824.719087987591,1.5,-6.414724680562358,1.87865783242803,9.6372,0.0,0.0,1612.0
3380400,0.0,0.0,439.7616,824.719087987591,2.6,-6.880639603694931,1.879887734250536,9.6372,0.0,0.0,1612.0
3384000,0.0,0.0,439.7616,824.719087987591,1.5,-9.008128500723217,1.8811216099543886,9.6372,0.0,0.0,1612.0
3387600,0.0,-1.0,522.4768480682484,827.7494722903195,1.5,-9.247713211163784,1.8823594589046682,9.6372,0.0,0.0,1612.0
3391200,0.0,-1.0,482.72317484566423,827.7494722903195,1.5,-9.48795222826459,1.8836012804644007,9.6372,0.0,0.0,1612.0
3394800,0.0,-2.0,527.7231369962166,830.8022086808427,4.6,-8.530905468618926,1.8848470739945764,9.6372,0.0,0.0,1612.0
3398400,78.0,-3.0,490.07453086767885,833.8775453777919,1.5,-9.970409963495001,1.8860968388541357,9.6372,1.0,1.0,1612.0
3402000,186.0,-3.0,450.8685683982646,833.8775453777919,1.5,-10.943364102196256,1.8873505743999797,9.6372,1.0,1.0,1612.0
3405600,331.0,-2.0,448.5646664467841,830.8022086808427,0.0,-11.68025186283478,1.8886082799869648,9.6372,1.0,1.0,1612.0
3409200,429.0,-2.0,448.5646664467841,830.8022086808427,2.1,-16.238101540333275,1.8898699549679003,9.6372,1.0,1.0,1612.0
3412800,439.0,-2.0,411.62404685704894,830.8022086808427,4.1,-14.182642560143847,1.8911355986935625,9.6372,1.0,1.0,1612.0
3416400,417.0,-2.0,411.62404685704894,830.8022086808427,2.6,-11.68025186283478,1.8924052105126759,9.6372,1.0,1.0,1612.0
3420000,331.0,-2.0,374.68342726731373,830.8022086808427,0.0,-11.927271267638332,1.8936787897719292,9.6372,1.0,1.0,1612.0
3423600,250.0,-2.0,411.62404685704894,830.8022086808427,2.1,-11.927271267638332,1.894956335815964,9.6372,1.0,1.0,1612.0
3427200,162.0,-2.0,411.62404685704894,830.8022086808427,1.5,-15.204229956164454,1.896237847987388,9.6372,1.0,1.0,1612.0
3430800,50.0,-3.0,411.6626059288502,833.8775453777919,0.0,-11.68025186283478,1.8975233256267625,9.6372,1.0,1.0,1612.0
3434400,4.0,-3.0,411.6626059288502,833.8775453777919,0.0,-14.691922030337082,1.8988127680726095,9.6372,1.0,1.0,1612.0
3438000,0.0,-3.0,411.6626059288502,833.8775453777919,0.0,-20.777552756643928,1.9001061746614116,9.6372,0.0,0.0,1612.0
3441600,0.0,-4.0,418.438440049414,836.9757342887254,0.0,-21.052319029241545,1.9014035447276108,9.6372,0.0,0.0,1612.0
3445200,0.0,-5.0,421.8397001358712,840.0970310789129,0.0,-21.882053862746943,1.9027048776036093,9.6372,0.0,0.0,1612.0
3448800,0.0,-7.0,362.1651871818174,846.4099901702441,1.5,-21.32798667055198,1.9040101726197713,9.6372,0.0,0.0,1612.0
3452400,0.0,-8.0,308.42012803284615,849.602183231418,0.0,-29.139230544688814,1.9053194291044226,9.6372,0.0,0.0,1612.0
3456000,0.0,-9.0,285.2976875235117,852.8185458406605,0.0,-30.671075038896646,1.906632646383847,13.3164,0.0,0.0,1612.0
3459600,0.0,-10.0,286.6615675710161,856.0593535390859,0.0,-32.86568015944076,1.9079498237822952,13.3164,0.0,0.0,1612.0
3463200,0.0,-8.0,308.42012803284615,849.602183231418,2.1,-32.86568015944076,1.909270960621976,13.3164,0.0,0.0,1612.0
3466800,0.0,-8.0,308.42012803284615,849.602183231418,0.0,-35.122120828903434,1.9105960562230635,13.3164,0.0,0.0,1612.0
3470400,0.0,-9.0,285.2976875235117,852.8185458406605,0.0,-35.122120828903434,1.9119251099036898,13.3164,0.0,0.0,1612.0
3474000,0.0,-9.0,285.2976875235117,852.8185458406605,2.6,-35.122120828903434,1.9132581209799602,13.3164,0.0,0.0,1612.0
3477600,0.0,-8.0,308.42012803284615,849.602183231418,1.5,-35.122120828903434,1.9145950887659327,13.3164,0.0,0.0,1612.0
3481200,0.0,-9.0,285.2976875235117,852.8185458406605,2.1,-34.14724222178279,1.9159360125736349,13.3164,0.0,0.0,1612.0
3484800,161.0,-7.0,333.191972207272,846.4099901702441,0.0,-32.5484724459869,1.917280891713058,13.3164,1.0,1.0,1612.0
3488400,337.0,-6.0,328.4346261844291,843.2416952416637,0.0,-30.671075038896646,1.918629725492159,13.3164,1.0,1.0,1612.0
